"MERIT"	"COMID"	"mean_nit"	"sd_nit"
1	13002569	0.136820203439815	0.024526982459932
1	18007259	0.179933794000163	0.0430395700832891
2	21022419	2.28586694171445	0.454784319105571
6	61021241	0.0941699299231835	0.0217092503714974
4	48001463	0.741924525845193	0.155812919707998
4	43030612	1.67872905121646	0.38581620573099
3	32006038	0.101012123745236	0.0220088826230687
3	31056820	0.153144075019794	0.0474068138227822
4	43004571	0.967989087826585	0.238892569678884
4	45029312	1.25026715685085	0.350862865270128
3	31032965	0.091540239362178	0.0199403529820726
1	15088739	0.499743448454253	0.144966146709001
5	56032442	0.646681526907454	0.209799958616393
7	71004856	0.0824171518107547	0.0257011352052566
1	12088461	0.331175761693824	0.0853515123183156
1	12082052	0.829477242470188	0.195857416122031
7	73012420	0.527848330622417	0.0917715200858867
8	85003256	0.0506292972348567	0.0134208144257242
5	56056064	0.269237617243417	0.0835610826729428
4	42003573	0.162385877037204	0.0478579828980408
1	12035757	0.307102280461473	0.0876743886886276
3	35037890	0.149571391650712	0.0303757531248375
1	14000544	0.222650182759982	0.0756437940165595
4	42000816	0.0848962404477383	0.0245727369427508
1	15052742	0.504549176112519	0.15380005021276
1	17049574	0.485326046201293	0.116847126779085
4	45072647	1.44012621604771	0.379385337405283
6	64017602	0.273789208986623	0.0391862937100443
1	18003286	0.189842815575868	0.0411992025043802
2	26012654	0.0546131686937303	0.0128020228064249
3	31011047	0.116903647212258	0.0325656000888147
6	61044376	0.0684032389365687	0.0135531309833289
